feature_strategy,model_category,model,config,split,n_samples,n_train,n_test,n_features_raw,n_features_selected,rmse,mae,r2,status
EEM interpretable + PARAFAC,Statistics,Lasso,alpha=0.001,2,148,111,37,22,22,3.928780162035303,0.8862873865112922,-59.47119137470752,ok
EEM interpretable + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,148,111,37,22,22,4.207289933467472,0.9364147624178366,-68.34864039434568,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=2,2,148,111,37,22,22,5.288418053229337,1.1209039099051485,-108.56822516065316,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=5,2,148,111,37,22,22,1.0716276882071203,0.4283374789638186,-3.4990510482794814,ok
EEM interpretable + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,2,148,111,37,22,22,5.222452031029446,1.1039246765463058,-105.851835721614,ok
EEM interpretable + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",2,148,111,37,22,22,3.962620915344544,0.8149175167823476,-60.51742146718912,ok
EEM interpretable + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",2,148,111,37,22,22,0.4855518727860525,0.2736317358109122,0.0763565907324596,ok
EEM interpretable + PARAFAC,ML,Weighted kNN,"k=3,distance",2,148,111,37,22,22,0.5378727417955594,0.27411113701994927,-0.1334233098612987,ok
EEM interpretable + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",2,148,111,37,22,22,0.5363365801108078,0.2887408330903309,-0.12695845299347885,ok
EEM interpretable + PARAFAC,ML,Random forest,"n=250,max_depth=4",2,148,111,37,22,22,0.4311719224216732,0.2702903497174444,0.27166024970511826,ok
EEM interpretable + PARAFAC,ML,Extra trees,"n=250,max_depth=4",2,148,111,37,22,22,0.42900202126941367,0.28896916101496145,0.2789726389596534,ok
EEM interpretable + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",2,148,111,37,22,22,4.9882576856024246,1.07764959149385,-96.48343620211868,ok
EEM interpretable + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",2,148,111,37,22,22,0.543951309250669,0.295134107455284,-0.15918598406763373,ok
EEM interpretable + PARAFAC,Statistics,Mean baseline,mean,3,148,111,37,22,12,0.3009426523334754,0.27424640857073285,-0.4521610577548738,ok
EEM interpretable + PARAFAC,Statistics,Linear regression,ols,3,148,111,37,22,22,0.3058629845001664,0.23499539167906608,-0.5000341330332727,ok
EEM interpretable + PARAFAC,Statistics,Ridge,alpha=10,3,148,111,37,22,22,0.3000566333789884,0.2458429977832995,-0.4436228982003867,ok
EEM interpretable + PARAFAC,Statistics,Lasso,alpha=0.001,3,148,111,37,22,22,0.30382229712666625,0.23537847132645884,-0.4800847492232716,ok
EEM interpretable + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,148,111,37,22,22,0.30468414986498904,0.23495642300956252,-0.4884937723586795,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=2,3,148,111,37,22,22,0.2732520177855679,0.22163857566987022,-0.19722024703089258,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=5,3,148,111,37,22,22,0.323636442279803,0.25884317992205574,-0.679430879951068,ok
EEM interpretable + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,3,148,111,37,22,22,0.28321073110477474,0.22367958921963654,-0.28607621964700747,ok
EEM interpretable + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",3,148,111,37,22,22,0.26797514599486005,0.1429025218498903,-0.15142679051713737,ok
EEM interpretable + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",3,148,111,37,22,22,0.32423902734127447,0.21843567255715407,-0.6856906329270829,ok
EEM interpretable + PARAFAC,ML,Weighted kNN,"k=3,distance",3,148,111,37,22,22,0.4168065230024769,0.27627760089495884,-1.7855843365921782,ok
EEM interpretable + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",3,148,111,37,22,22,0.378894301472658,0.27411758629639954,-1.301884056236739,ok
EEM interpretable + PARAFAC,ML,Random forest,"n=250,max_depth=4",3,148,111,37,22,22,0.3407085939852601,0.2495711977707201,-0.861287557918718,ok
EEM interpretable + PARAFAC,ML,Extra trees,"n=250,max_depth=4",3,148,111,37,22,22,0.3172277171988774,0.24884204088686893,-0.613576460781913,ok
EEM interpretable + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",3,148,111,37,22,22,0.2517874582969772,0.17159909185658187,-0.016518964266661884,ok
EEM interpretable + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",3,148,111,37,22,22,0.35610016256500154,0.24305904348242424,-1.0332540289436083,ok
EEM interpretable + PARAFAC,Statistics,Mean baseline,mean,4,148,111,37,22,12,0.49935272201002034,0.32771365960555154,-0.0003387557203491376,ok
EEM interpretable + PARAFAC,Statistics,Linear regression,ols,4,148,111,37,22,22,0.4991587633156568,0.2806776649507394,0.00043819695831059935,ok
EEM interpretable + PARAFAC,Statistics,Ridge,alpha=10,4,148,111,37,22,22,0.503263156893045,0.31200913571579747,-0.0160674216562795,ok
EEM interpretable + PARAFAC,Statistics,Lasso,alpha=0.001,4,148,111,37,22,22,0.4949174184660136,0.28428728898934896,0.017352554426613875,ok
EEM interpretable + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,148,111,37,22,22,0.4966988936498902,0.2822867886542609,0.010265664441971856,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=2,4,148,111,37,22,22,0.5398148455472386,0.34621524721512176,-0.16901988789352962,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=5,4,148,111,37,22,22,0.49574347477241176,0.30944039227620557,0.014069584366269261,ok
EEM interpretable + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,4,148,111,37,22,22,0.5370415475995307,0.3412211338810945,-0.1570390670856403,ok
EEM interpretable + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",4,148,111,37,22,22,0.5191028703244905,0.22235386108115743,-0.08103339976507451,ok
EEM interpretable + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",4,148,111,37,22,22,0.5255306518061982,0.2949871763594766,-0.10797090140336962,ok
EEM interpretable + PARAFAC,ML,Weighted kNN,"k=3,distance",4,148,111,37,22,22,0.5612762227808379,0.30802581095346493,-0.2638209231085815,ok
EEM interpretable + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",4,148,111,37,22,22,0.5288318120454155,0.2978822952584721,-0.1219342247024846,ok
EEM interpretable + PARAFAC,ML,Random forest,"n=250,max_depth=4",4,148,111,37,22,22,0.528568954642252,0.31743928992976783,-0.12081918049565443,ok
EEM interpretable + PARAFAC,ML,Extra trees,"n=250,max_depth=4",4,148,111,37,22,22,0.5268786306476138,0.32735822649602025,-0.11366205094001103,ok
EEM interpretable + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",4,148,111,37,22,22,0.5393145446371715,0.3255779778223354,-0.16685399455648398,ok
EEM interpretable + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",4,148,111,37,22,22,0.5210158517459065,0.30912453908120857,-0.08901566064715372,ok
EEM full + processed Raman,Statistics,Mean baseline,mean,0,150,112,38,349,12,0.29512906650488685,0.2696804511278195,-0.5862115380801094,ok
EEM full + processed Raman,Statistics,Linear regression,ols,0,150,112,38,349,96,0.6763700330570926,0.5083323796602506,-7.33116722267048,ok
EEM full + processed Raman,Statistics,Ridge,alpha=10,0,150,112,38,349,192,0.479143464851652,0.4003002635464659,-3.180885505466108,ok
EEM full + processed Raman,Statistics,Lasso,alpha=0.001,0,150,112,38,349,192,0.6391706327497205,0.5034768616006421,-6.439962760228902,ok
EEM full + processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,150,112,38,349,192,0.6814691915692759,0.5389353597520834,-7.45725819657212,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=2,0,150,112,38,349,192,0.36217588942908463,0.2837524674324213,-1.3887802897467165,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=5,0,150,112,38,349,192,0.3644392090679197,0.3239074172852603,-1.418729642838271,ok
EEM full + processed Raman,Chemometrics,PCR + Ridge,n_components=5,0,150,112,38,349,192,0.34530004860787167,0.27096328499166517,-1.1713529109360645,ok
EEM full + processed Raman,ML,SVR linear,"C=1,epsilon=0.05",0,150,112,38,349,192,0.6641512127071905,0.5206773785165928,-7.0328762451956415,ok
EEM full + processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",0,150,112,38,349,192,0.3097870489033349,0.2451256141265519,-0.7476869818400576,ok
EEM full + processed Raman,ML,Weighted kNN,"k=3,distance",0,150,112,38,349,96,0.31373377480268055,0.20437794191037795,-0.7925021534811942,ok
EEM full + processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",0,150,112,38,349,192,0.27144572086858687,0.21333938997971885,-0.34184742080805175,ok
EEM full + processed Raman,ML,Random forest,"n=250,max_depth=4",0,150,112,38,349,96,0.32357958338390114,0.24332438941538073,-0.9067746053533845,ok
EEM full + processed Raman,ML,Extra trees,"n=250,max_depth=4",0,150,112,38,349,96,0.28153411103474085,0.2289344043851569,-0.44344147664499967,ok
EEM full + processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",0,150,112,38,349,96,0.36679857020937656,0.2673518296927342,-1.4501484852302347,ok
EEM full + processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",0,150,112,38,349,192,0.3230147955032563,0.24815727624454,-0.9001241033284346,ok
EEM full + processed Raman,Statistics,Mean baseline,mean,1,150,112,38,349,12,0.3062327308037921,0.25986372180451134,-0.11732709228443894,ok
EEM full + processed Raman,Statistics,Linear regression,ols,1,150,112,38,349,96,1.2791507885277666,1.0901320281663687,-18.494881553992922,ok
EEM full + processed Raman,Statistics,Ridge,alpha=10,1,150,112,38,349,192,0.4639875252033637,0.35367263715641334,-1.5650139038506063,ok
EEM full + processed Raman,Statistics,Lasso,alpha=0.001,1,150,112,38,349,192,0.7343963165125811,0.5761154863041843,-5.425961140604432,ok
EEM full + processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,150,112,38,349,192,0.8151267578352934,0.6444966063781346,-6.916394249451325,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=2,1,150,112,38,349,192,0.35338197856611625,0.2652540709043756,-0.48787316537637304,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=5,1,150,112,38,349,192,0.3756781532700392,0.29455238628171587,-0.6815469429834602,ok
EEM full + processed Raman,Chemometrics,PCR + Ridge,n_components=5,1,150,112,38,349,192,0.33628791043125195,0.24509776261643126,-0.3474095602265943,ok
EEM full + processed Raman,ML,SVR linear,"C=1,epsilon=0.05",1,150,112,38,349,192,0.7266297108374469,0.5765159844233825,-5.290764368228056,ok
EEM full + processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",1,150,112,38,349,192,0.32647972342303877,0.23909902890919033,-0.2699585397302591,ok
EEM full + processed Raman,ML,Weighted kNN,"k=3,distance",1,150,112,38,349,96,0.33959454815199697,0.2242001504752711,-0.3740373369057952,ok
EEM full + processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",1,150,112,38,349,192,0.2914032067747661,0.19984951312196733,-0.011732656953650444,ok
EEM full + processed Raman,ML,Random forest,"n=250,max_depth=4",1,150,112,38,349,96,0.32095644051590677,0.22170710078235892,-0.22735248136107344,ok
EEM full + processed Raman,ML,Extra trees,"n=250,max_depth=4",1,150,112,38,349,96,0.34626379800567536,0.24896563281327094,-0.4285363365827486,ok
EEM full + processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",1,150,112,38,349,96,0.4288650559464795,0.3412617869446402,-1.1913837535745242,ok
EEM full + processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",1,150,112,38,349,192,0.34977031864473046,0.2497654119624119,-0.4576156428789906,ok
EEM full + processed Raman,Statistics,Mean baseline,mean,2,150,112,38,349,12,0.5073359445909648,0.32307330827067665,-0.010602271663350926,ok
EEM full + processed Raman,Statistics,Linear regression,ols,2,150,112,38,349,96,2.6317100524869814,1.4071533390822162,-26.193498420545055,ok
EEM full + processed Raman,Statistics,Ridge,alpha=10,2,150,112,38,349,192,0.48651686553476536,0.3609685444647036,0.07063822848346069,ok
EEM full + processed Raman,Statistics,Lasso,alpha=0.001,2,150,112,38,349,192,0.5728979569169861,0.4861282304523147,-0.28867543794372463,ok
EEM full + processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,150,112,38,349,192,0.5992627399550067,0.5080795121121277,-0.4100144238534551,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=2,2,150,112,38,349,192,0.43398527746392,0.3073177164403176,0.26049860510151124,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=5,2,150,112,38,349,192,0.47227735501711354,0.3550548678134384,0.12424374342806477,ok
EEM full + processed Raman,Chemometrics,PCR + Ridge,n_components=5,2,150,112,38,349,192,0.41068731914457746,0.2844807750446214,0.33776582256679144,ok
EEM full + processed Raman,ML,SVR linear,"C=1,epsilon=0.05",2,150,112,38,349,192,0.5829405062739269,0.4621069025025741,-0.33425079937243285,ok
EEM full + processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",2,150,112,38,349,192,0.4768963616087052,0.3415622391880133,0.10702968432212678,ok
EEM full + processed Raman,ML,Weighted kNN,"k=3,distance",2,150,112,38,349,96,0.44199555789704614,0.29600097907352807,0.2329479880941292,ok
EEM full + processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",2,150,112,38,349,192,0.504040219172767,0.3280470067455987,0.0024851091461455255,ok
EEM full + processed Raman,ML,Random forest,"n=250,max_depth=4",2,150,112,38,349,96,0.3724455288380698,0.25886143756117824,0.455353729603042,ok
EEM full + processed Raman,ML,Extra trees,"n=250,max_depth=4",2,150,112,38,349,96,0.391794655549093,0.27864492645965516,0.39729330036167565,ok
EEM full + processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",2,150,112,38,349,96,0.5120310950057646,0.37227419605595474,-0.02939410278837884,ok
EEM full + processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",2,150,112,38,349,192,0.4297838490064902,0.28143228393415676,0.27474758106469455,ok
EEM full + processed Raman,Statistics,Mean baseline,mean,3,150,112,38,349,12,0.4934294186768383,0.3210714285714285,-0.00025697240802968757,ok
EEM full + processed Raman,Statistics,Linear regression,ols,3,150,112,38,349,96,1.9039216696542498,1.5987388112906942,-13.89222753949471,ok
EEM full + processed Raman,Statistics,Ridge,alpha=10,3,150,112,38,349,192,0.4578348153190707,0.34541966154489,0.1388493392368263,ok
EEM full + processed Raman,Statistics,Lasso,alpha=0.001,3,150,112,38,349,192,0.6297446443526545,0.5342221958253252,-0.6292602990553178,ok
EEM full + processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,150,112,38,349,192,0.637506188585124,0.5350035955494659,-0.6696687527526131,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=2,3,150,112,38,349,192,0.41330469386511864,0.29924530887731876,0.2982180649479266,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=5,3,150,112,38,349,192,0.4469022549478147,0.30892664446958107,0.17948485524828706,ok
EEM full + processed Raman,Chemometrics,PCR + Ridge,n_components=5,3,150,112,38,349,192,0.4033339193601048,0.29173940036232043,0.33166992836598364,ok
EEM full + processed Raman,ML,SVR linear,"C=1,epsilon=0.05",3,150,112,38,349,192,0.6030172901385368,0.49615477401017055,-0.4938983202526055,ok
EEM full + processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",3,150,112,38,349,192,0.45364528941075394,0.287847356949263,0.15453755608007802,ok
EEM full + processed Raman,ML,Weighted kNN,"k=3,distance",3,150,112,38,349,96,0.36209154025119394,0.280975481822806,0.46136041600453626,ok
EEM full + processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",3,150,112,38,349,192,0.48693164786597115,0.27132647248574393,0.02591352360641408,ok
EEM full + processed Raman,ML,Random forest,"n=250,max_depth=4",3,150,112,38,349,96,0.3843969024408736,0.27780148366454077,0.39295446619843133,ok
EEM full + processed Raman,ML,Extra trees,"n=250,max_depth=4",3,150,112,38,349,96,0.33238088822553785,0.2567739749822241,0.5461277844022796,ok
EEM full + processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",3,150,112,38,349,96,0.42281837104410597,0.3069720997636448,0.26553820970959163,ok
EEM full + processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",3,150,112,38,349,192,0.3425928574761367,0.2357820944110618,0.5178100901439026,ok
EEM full + processed Raman,Statistics,Mean baseline,mean,4,150,112,38,349,12,0.6361597912537823,0.3728477443609023,-0.06059506628269573,ok
EEM full + processed Raman,Statistics,Linear regression,ols,4,150,112,38,349,96,1.2549634846884692,0.7638904951302575,-3.1274265140157667,ok
EEM full + processed Raman,Statistics,Ridge,alpha=10,4,150,112,38,349,192,0.6547365867631796,0.3971007405062778,-0.12344131408617698,ok
EEM full + processed Raman,Statistics,Lasso,alpha=0.001,4,150,112,38,349,192,0.8701747559987659,0.5662217063172479,-0.98440417030829,ok
EEM full + processed Raman,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,150,112,38,349,192,0.9204415393144817,0.6217847695273783,-1.2202894272118314,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=2,4,150,112,38,349,192,0.5913911164568695,0.3632121729220756,0.0834276248022604,ok
EEM full + processed Raman,Chemometrics,PLSR,n_components=5,4,150,112,38,349,192,0.7020124288171725,0.41461639227975855,-0.2915367643960718,ok
EEM full + processed Raman,Chemometrics,PCR + Ridge,n_components=5,4,150,112,38,349,192,0.5754577679746158,0.3453260985395982,0.13215116553773332,ok
EEM full + processed Raman,ML,SVR linear,"C=1,epsilon=0.05",4,150,112,38,349,192,0.8738135584493535,0.6013730386584878,-1.0010352031020204,ok
EEM full + processed Raman,ML,SVR RBF,"C=10,epsilon=0.05",4,150,112,38,349,192,0.6025216410675456,0.3589772495323246,0.048601480283725795,ok
EEM full + processed Raman,ML,Weighted kNN,"k=3,distance",4,150,112,38,349,96,0.6134062500145417,0.3660533575234575,0.013916789911819438,ok
EEM full + processed Raman,ML,Kernel ridge,"rbf,alpha=0.1",4,150,112,38,349,192,0.637443792402603,0.35766255722342577,-0.06488071781467997,ok
EEM full + processed Raman,ML,Random forest,"n=250,max_depth=4",4,150,112,38,349,96,0.5490315787644383,0.3400548720487731,0.21002777877606527,ok
EEM full + processed Raman,ML,Extra trees,"n=250,max_depth=4",4,150,112,38,349,96,0.6023207610620923,0.36672822716178294,0.049235764822979755,ok
EEM full + processed Raman,DL,ANN MLP,"hidden=(32,16),early_stop",4,150,112,38,349,96,0.7188064883200489,0.4459090357249428,-0.35407009914381704,ok
EEM full + processed Raman,ML,XGBoost,"n=250,depth=2,eta=0.05",4,150,112,38,349,192,0.5927493338514797,0.34586791801413425,0.07921270150471937,ok
EEM full + PARAFAC,Statistics,Mean baseline,mean,0,148,111,37,180,12,0.3314980398280951,0.28472364256148047,-0.11812591500314462,ok
EEM full + PARAFAC,Statistics,Linear regression,ols,0,148,111,37,180,96,0.6533279592189597,0.4954550055661018,-3.3430144300652964,ok
EEM full + PARAFAC,Statistics,Ridge,alpha=10,0,148,111,37,180,180,0.37064539980155803,0.2930836607843163,-0.3978031424471393,ok
EEM full + PARAFAC,Statistics,Lasso,alpha=0.001,0,148,111,37,180,180,0.5220389058438197,0.4259988786896965,-1.7729020277256202,ok
EEM full + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,148,111,37,180,180,0.6081790494912318,0.49137784708107113,-2.7634980459841576,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=2,0,148,111,37,180,180,0.38205255611997885,0.2743047072772489,-0.48516601659611847,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=5,0,148,111,37,180,180,0.35390803013564853,0.264832661601177,-0.2744113114554876,ok
EEM full + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,0,148,111,37,180,180,0.37505194604816255,0.2719962229704474,-0.43123724833403787,ok
EEM full + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",0,148,111,37,180,180,0.6415548324286634,0.5136775709203243,-3.18790040613412,ok
EEM full + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",0,148,111,37,180,180,0.34934495657649844,0.24828139827178153,-0.24176020980266633,ok
EEM full + PARAFAC,ML,Weighted kNN,"k=3,distance",0,148,111,37,180,96,0.37845192843807557,0.24695984253885486,-0.4573042416906792,ok
EEM full + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",0,148,111,37,180,180,0.3316849633803748,0.22604072001339767,-0.11938723765923731,ok
EEM full + PARAFAC,ML,Random forest,"n=250,max_depth=4",0,148,111,37,180,96,0.3205910098464305,0.2154097802350089,-0.045758643573933444,ok
EEM full + PARAFAC,ML,Extra trees,"n=250,max_depth=4",0,148,111,37,180,96,0.29883483107011904,0.21639741410564434,0.09136133029221494,ok
EEM full + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",0,148,111,37,180,96,0.37076983626743104,0.273279311712858,-0.39874186652735655,ok
EEM full + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",0,148,111,37,180,180,0.3521022417171649,0.22775411425963848,-0.26143931961322187,ok
EEM full + PARAFAC,Statistics,Mean baseline,mean,1,148,111,37,180,12,0.548383706499764,0.35666179693206723,-0.056190299538443345,ok
EEM full + PARAFAC,Statistics,Linear regression,ols,1,148,111,37,180,96,10.019298804925835,2.690572167442655,-351.57194111216774,ok
EEM full + PARAFAC,Statistics,Ridge,alpha=10,1,148,111,37,180,180,0.7140092422940203,0.3772890390793634,-0.7905265125611929,ok
EEM full + PARAFAC,Statistics,Lasso,alpha=0.001,1,148,111,37,180,180,1.0409478923960833,0.5489084696506643,-2.8056694997384173,ok
EEM full + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,148,111,37,180,180,1.6455246751610562,0.6729492446485634,-8.510030008581495,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=2,1,148,111,37,180,180,0.8068262752077562,0.3608219612574483,-1.2862996788333203,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=5,1,148,111,37,180,180,4.5357447423415485,1.0129030923603317,-71.25539854786453,ok
EEM full + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,1,148,111,37,180,180,0.5434525728132413,0.32407669699312347,-0.03728091529983124,ok
EEM full + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",1,148,111,37,180,180,4.637589955999451,1.1770161802134371,-74.53666087477988,ok
EEM full + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",1,148,111,37,180,180,0.5150378689239561,0.31016991293964313,0.0683529482774311,ok
EEM full + PARAFAC,ML,Weighted kNN,"k=3,distance",1,148,111,37,180,96,0.483094008910132,0.3344295309790959,0.18033499715868084,ok
EEM full + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",1,148,111,37,180,180,0.5270310481952096,0.3060418520716493,0.024459079940224338,ok
EEM full + PARAFAC,ML,Random forest,"n=250,max_depth=4",1,148,111,37,180,96,0.3467721100059128,0.24550515949760146,0.5776607821999467,ok
EEM full + PARAFAC,ML,Extra trees,"n=250,max_depth=4",1,148,111,37,180,96,0.34476628148190075,0.24825410554909622,0.5825325119382387,ok
EEM full + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",1,148,111,37,180,96,3.689316839063342,0.8850420134218351,-46.80408362172211,ok
EEM full + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",1,148,111,37,180,180,0.35619926622816306,0.2392482139935365,0.5543856886650198,ok
EEM full + PARAFAC,Statistics,Mean baseline,mean,2,148,111,37,180,12,0.5053037266639787,0.32608229851473103,-0.00031797070586758736,ok
EEM full + PARAFAC,Statistics,Linear regression,ols,2,148,111,37,180,96,1.664465874201488,1.14983786463847,-9.853826109727072,ok
EEM full + PARAFAC,Statistics,Ridge,alpha=10,2,148,111,37,180,180,2.1325023449713947,0.5994993081400948,-16.816077916041603,ok
EEM full + PARAFAC,Statistics,Lasso,alpha=0.001,2,148,111,37,180,180,4.305501449741693,1.091566643315988,-71.62406400466057,ok
EEM full + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,148,111,37,180,180,5.339413868304386,1.2841862007740334,-110.69152967732032,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=2,2,148,111,37,180,180,0.8640317053163129,0.3678409672930242,-1.9247747627105314,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=5,2,148,111,37,180,180,7.2388443358985155,1.4387381152803445,-204.29177222243453,ok
EEM full + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,2,148,111,37,180,180,0.5171801754606478,0.3115726959770341,-0.04789268057909557,ok
EEM full + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",2,148,111,37,180,180,5.251408309113573,1.2623259010119865,-107.04001667401573,ok
EEM full + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",2,148,111,37,180,180,0.4835737787655685,0.26467565412493904,0.08386693919366206,ok
EEM full + PARAFAC,ML,Weighted kNN,"k=3,distance",2,148,111,37,180,96,0.5395267068120249,0.33402636197745206,-0.14040460722535109,ok
EEM full + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",2,148,111,37,180,180,0.503157917920246,0.2543709017478185,0.00815983509865048,ok
EEM full + PARAFAC,ML,Random forest,"n=250,max_depth=4",2,148,111,37,180,96,0.33748380965530045,0.23015651176094348,0.5537903540137457,ok
EEM full + PARAFAC,ML,Extra trees,"n=250,max_depth=4",2,148,111,37,180,96,0.3367963733983693,0.23231347515069228,0.5556063124270667,ok
EEM full + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",2,148,111,37,180,96,0.4823630085249195,0.3874719970411304,0.08844881710498032,ok
EEM full + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",2,148,111,37,180,180,0.3669742542930415,0.23672735641433582,0.4724006378330263,ok
EEM full + PARAFAC,Statistics,Mean baseline,mean,3,148,111,37,180,12,0.3009426523334754,0.27424640857073285,-0.4521610577548738,ok
EEM full + PARAFAC,Statistics,Linear regression,ols,3,148,111,37,180,96,1.013671376409645,0.8211135992950092,-15.475616112124559,ok
EEM full + PARAFAC,Statistics,Ridge,alpha=10,3,148,111,37,180,180,0.3857895932037919,0.30479748268801093,-1.3864278800319907,ok
EEM full + PARAFAC,Statistics,Lasso,alpha=0.001,3,148,111,37,180,180,0.631891288677586,0.5408050358153478,-5.4022412317564195,ok
EEM full + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,148,111,37,180,180,0.6870585327787004,0.5627624847334778,-6.56893495195882,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=2,3,148,111,37,180,180,0.30033400740634497,0.21297959042580414,-0.4462931179492722,ok
EEM full + PARAFAC,Chemometrics,PLSR,n_components=5,3,148,111,37,180,180,0.27469830960514247,0.20852846255910176,-0.20992728765043545,ok
EEM full + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,3,148,111,37,180,180,0.31326115024299445,0.22886524201317446,-0.5734769097726751,ok
EEM full + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",3,148,111,37,180,180,0.6943961069771661,0.5616188181680261,-6.731466036356584,ok
EEM full + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",3,148,111,37,180,180,0.31733746738702023,0.25834774145752754,-0.6146931409723062,ok
EEM full + PARAFAC,ML,Weighted kNN,"k=3,distance",3,148,111,37,180,96,0.3767902907515681,0.22999551514979255,-1.2763901834992684,ok
