sample_set,batch,replicate,sample_id,matching_measurements,legend_treatment_label,pc1,pc2,cluster
Pavlovagyrans,1,12,F6,EEM only,S2,-4.313878,1.353069,2
Pavlovagyrans,1,12,F7,EEM only,S4,-4.476283,1.419178,2
Pavlovagyrans,1,12,F8,EEM only,S6,-4.620941,1.458938,2
Pavlovagyrans,1,12,F9,EEM only,B1,-4.431882,1.407960,2
Pavlovagyrans,1,12,G10,EEM only,B3,-4.400421,1.381515,2
Pavlovagyrans,1,12,G11,EEM only,STD,-4.263173,1.406664,2
Pavlovagyrans,1,12,G2,EEM only,N1,-4.007587,1.300778,2
Pavlovagyrans,1,12,G3,EEM only,N3,-4.046082,1.333846,2
Pavlovagyrans,1,12,G4,EEM only,N5,-4.188370,1.387083,2
Pavlovagyrans,1,12,G5,EEM only,N7,-4.189546,1.301896,2
Pavlovagyrans,1,12,G6,EEM only,S2,-4.424201,1.359082,2
Pavlovagyrans,1,12,G7,EEM only,S4,-4.842683,1.459668,2
Pavlovagyrans,1,12,G8,EEM only,S6,-4.892765,1.521342,2
Pavlovagyrans,1,12,G9,EEM only,B1,-4.374641,1.300855,2
Pavlovagyrans,2,1,A1,EEM+Raman,,2.004691,-0.421921,1
Pavlovagyrans,2,1,A2,EEM+Raman,,2.002632,-0.413755,1
Pavlovagyrans,2,1,A3,EEM+Raman,,2.015363,-0.400460,1
Pavlovagyrans,2,1,A4,EEM+Raman,,1.933708,-0.505569,1
Pavlovagyrans,2,1,A5,EEM+Raman,,1.919546,-0.512202,1
Pavlovagyrans,2,1,A6,EEM+Raman,,1.918009,-0.494061,1
Pavlovagyrans,2,1,A7,EEM+Raman,,1.932369,-0.461911,1
Pavlovagyrans,2,1,A8,EEM+Raman,,2.023600,-0.373757,1
Pavlovagyrans,2,1,B1,EEM+Raman,,2.090841,-0.221101,1
Pavlovagyrans,2,1,B2,EEM+Raman,,2.879641,0.987857,1
Pavlovagyrans,2,1,B3,EEM+Raman,,2.979213,1.272382,1
Pavlovagyrans,2,1,B4,EEM+Raman,,2.744273,0.876823,1
Pavlovagyrans,2,1,B5,EEM+Raman,,3.077322,1.363652,1
Pavlovagyrans,2,1,B6,EEM+Raman,,2.284021,0.699884,1
Pavlovagyrans,2,1,B7,EEM+Raman,,2.231422,0.657499,1
Pavlovagyrans,2,1,B8,EEM+Raman,,2.745017,1.110541,1
Pavlovagyrans,2,1,C1,EEM+Raman,,1.975728,-0.297074,1
Pavlovagyrans,2,1,C2,EEM+Raman,,2.602320,0.790079,1
Pavlovagyrans,2,1,C3,EEM+Raman,,2.594377,0.782414,1
Pavlovagyrans,2,1,C4,EEM+Raman,,3.025604,1.304761,1
Pavlovagyrans,2,1,C5,EEM+Raman,,3.031627,1.318633,1
Pavlovagyrans,2,1,C6,EEM+Raman,,2.337551,0.715001,1
Pavlovagyrans,2,1,C7,EEM+Raman,,2.209714,0.553376,1
Pavlovagyrans,2,1,C8,EEM+Raman,,2.752163,1.108720,1
Pavlovagyrans,2,1,D1,EEM+Raman,,1.608445,-0.450262,1
Pavlovagyrans,2,1,D2,EEM+Raman,,2.527257,0.736355,1
Pavlovagyrans,2,1,D3,EEM+Raman,,2.315604,0.287705,1
Pavlovagyrans,2,1,D4,EEM+Raman,,3.100766,1.365437,1
Pavlovagyrans,2,1,D5,EEM+Raman,,2.652306,0.823184,1
Pavlovagyrans,2,1,D6,EEM+Raman,,2.093447,0.118719,1
Pavlovagyrans,2,1,D7,EEM+Raman,,2.025587,0.108324,1
Pavlovagyrans,2,1,D8,EEM+Raman,,1.895679,-0.029331,1
Pavlovagyrans,2,1,E1,EEM+Raman,,1.787402,-0.040125,1
Pavlovagyrans,2,1,E2,EEM+Raman,,2.194948,0.140245,1
Pavlovagyrans,2,1,E3,EEM+Raman,,3.204373,1.425659,1
Pavlovagyrans,2,1,E4,EEM+Raman,,3.281112,1.527117,1
Pavlovagyrans,2,1,E5,EEM+Raman,,2.857325,0.964772,1
Pavlovagyrans,2,1,E6,EEM+Raman,,2.778817,0.982813,1
Pavlovagyrans,2,1,E7,EEM+Raman,,2.808219,0.984145,1
Pavlovagyrans,2,1,E8,EEM+Raman,,2.242078,0.354945,1
Pavlovagyrans,2,1,F1,EEM+Raman,,0.475067,-1.737172,0
Pavlovagyrans,2,1,F2,EEM+Raman,,2.984248,1.262238,1
Pavlovagyrans,2,1,F3,EEM+Raman,,3.068373,1.298290,1
Pavlovagyrans,2,1,F4,EEM+Raman,,2.937677,1.179208,1
Pavlovagyrans,2,1,F5,EEM+Raman,,3.285985,1.520075,1
Pavlovagyrans,2,1,F6,EEM+Raman,,2.829588,0.981341,1
Pavlovagyrans,2,1,F7,EEM+Raman,,3.116508,1.374657,1
Pavlovagyrans,2,1,F8,EEM+Raman,,3.217983,1.587513,1
Pavlovagyrans,2,2,A1,EEM+Raman,,1.996649,-0.374305,1
Pavlovagyrans,2,2,A10,EEM+Raman,,1.891045,-0.491617,1
Pavlovagyrans,2,2,A11,EEM+Raman,,2.362936,0.104987,1
Pavlovagyrans,2,2,A2,EEM+Raman,,1.982137,-0.242310,1
Pavlovagyrans,2,2,A3,EEM+Raman,,2.204896,-0.120543,1
Pavlovagyrans,2,2,A4,EEM+Raman,,1.867286,-0.529795,1
Pavlovagyrans,2,2,A5,EEM+Raman,,2.327368,0.056605,1
Pavlovagyrans,2,2,A6,EEM+Raman,,2.637149,0.531529,1
Pavlovagyrans,2,2,A7,EEM+Raman,,2.613356,0.497833,1
Pavlovagyrans,2,2,A8,EEM+Raman,,1.915562,-0.464419,1
Pavlovagyrans,2,2,A9,EEM+Raman,,1.935621,-0.447968,1
Pavlovagyrans,2,2,B1,EEM+Raman,,1.873561,-0.381961,1
Pavlovagyrans,2,2,B10,EEM+Raman,,2.117725,-0.129362,1
Pavlovagyrans,2,2,B11,EEM+Raman,,2.110936,-0.055866,1
Pavlovagyrans,2,2,B2,EEM+Raman,,3.579220,2.050772,1
Pavlovagyrans,2,2,B3,EEM+Raman,,1.614946,-0.436581,1
Pavlovagyrans,2,2,B4,EEM+Raman,,1.677380,-0.326618,1
Pavlovagyrans,2,2,B5,EEM+Raman,,1.494466,-0.743738,1
Pavlovagyrans,2,2,B6,EEM+Raman,,1.997548,-0.131979,1
Pavlovagyrans,2,2,B7,EEM+Raman,,1.862450,-0.285278,1
Pavlovagyrans,2,2,B8,EEM+Raman,,1.702372,-0.567369,1
Pavlovagyrans,2,2,B9,EEM+Raman,,1.714251,-0.458796,1
Pavlovagyrans,2,2,C1,EEM+Raman,,2.157180,-0.136493,1
Pavlovagyrans,2,2,C10,EEM+Raman,,3.569386,2.072750,1
Pavlovagyrans,2,2,C11,EEM+Raman,,1.756057,-0.472570,1
Pavlovagyrans,2,2,C2,EEM+Raman,,2.678285,1.005924,1
Pavlovagyrans,2,2,C3,EEM+Raman,,1.720580,-0.244204,1
Pavlovagyrans,2,2,C4,EEM+Raman,,1.546584,-0.500216,1
Pavlovagyrans,2,2,C5,EEM+Raman,,1.562235,-0.557020,1
Pavlovagyrans,2,2,C6,EEM+Raman,,1.737651,-0.402093,1
Pavlovagyrans,2,2,C7,EEM+Raman,,1.951036,-0.279029,1
Pavlovagyrans,2,2,C8,EEM+Raman,,3.670101,2.211412,1
Pavlovagyrans,2,2,C9,EEM+Raman,,1.859231,-0.260371,1
Pavlovagyrans,2,2,D1,EEM+Raman,,0.748716,-1.565417,0
Pavlovagyrans,2,2,D10,EEM+Raman,,3.667499,2.259804,1
Pavlovagyrans,2,2,D11,EEM+Raman,,1.653806,-0.560664,1
Pavlovagyrans,2,2,D2,EEM+Raman,,1.479829,-0.617400,1
Pavlovagyrans,2,2,D3,EEM+Raman,,1.470398,-0.684515,1
Pavlovagyrans,2,2,D4,EEM+Raman,,2.618597,0.982160,1
Pavlovagyrans,2,2,D5,EEM+Raman,,2.282401,0.688740,1
Pavlovagyrans,2,2,D6,EEM+Raman,,2.844456,1.229603,1
Pavlovagyrans,2,2,D7,EEM+Raman,,1.579705,-0.344180,1
Pavlovagyrans,2,2,D8,EEM+Raman,,2.519637,0.809279,1
Pavlovagyrans,2,2,D9,EEM+Raman,,1.584399,-0.507388,1
Pavlovagyrans,2,2,E1,EEM+Raman,,1.817161,-0.499387,1
Pavlovagyrans,2,2,E10,EEM+Raman,,1.665731,-0.454651,1
Pavlovagyrans,2,2,E11,EEM+Raman,,2.580608,0.608043,1
Pavlovagyrans,2,2,E2,EEM+Raman,,1.262653,-0.652622,1
Pavlovagyrans,2,2,E3,EEM+Raman,,1.753618,-0.059087,1
Pavlovagyrans,2,2,E4,EEM+Raman,,2.692361,1.032141,1
Pavlovagyrans,2,2,E5,EEM+Raman,,1.538097,-0.513657,1
Pavlovagyrans,2,2,E6,EEM+Raman,,1.494035,-0.466560,1
Pavlovagyrans,2,2,E7,EEM+Raman,,1.393663,-0.670541,1
Pavlovagyrans,2,2,E8,EEM+Raman,,2.237556,0.176110,1
Pavlovagyrans,2,2,E9,EEM+Raman,,3.678480,2.296568,1
Pavlovagyrans,2,2,F1,EEM+Raman,,2.570287,0.655472,1
Pavlovagyrans,2,2,F10,EEM+Raman,,1.993289,0.071469,1
Pavlovagyrans,2,2,F11,EEM+Raman,,3.833647,2.313267,1
Pavlovagyrans,2,2,F2,EEM+Raman,,1.405750,-0.591152,1
Pavlovagyrans,2,2,F3,EEM+Raman,,1.652179,-0.464059,1
Pavlovagyrans,2,2,F4,EEM+Raman,,1.405824,-0.604602,1
Pavlovagyrans,2,2,F5,EEM+Raman,,2.007975,0.116280,1
Pavlovagyrans,2,2,F6,EEM+Raman,,1.341746,-0.624280,1
Pavlovagyrans,2,2,F7,EEM+Raman,,2.580646,0.881098,1
Pavlovagyrans,2,2,F8,EEM+Raman,,2.020103,0.110709,1
Pavlovagyrans,2,2,F9,EEM+Raman,,2.297603,0.505860,1
Pavlovagyrans,2,3,A1,EEM+Raman,,1.321301,-0.733521,1
Pavlovagyrans,2,3,A2,EEM+Raman,,1.239011,-0.814593,1
Pavlovagyrans,2,3,A3,EEM+Raman,,1.854756,-0.031690,1
Pavlovagyrans,2,3,A4,EEM+Raman,,1.414837,-0.626675,1
Pavlovagyrans,2,3,A5,EEM+Raman,,1.490526,-0.504397,1
Pavlovagyrans,2,3,A6,EEM+Raman,,1.442214,-0.525010,1
Pavlovagyrans,2,3,A7,EEM+Raman,,2.029884,0.063113,1
Pavlovagyrans,2,3,A8,EEM+Raman,,1.518033,-0.687613,1
Pavlovagyrans,2,3,B1,EEM+Raman,,1.332645,-0.541700,1
Pavlovagyrans,2,3,B2,EEM+Raman,,3.189300,1.425707,1
Pavlovagyrans,2,3,B3,EEM+Raman,,2.957938,1.160752,1
Pavlovagyrans,2,3,B4,EEM+Raman,,2.604654,0.751131,1
Pavlovagyrans,2,3,B5,EEM+Raman,,2.861907,1.146413,1
Pavlovagyrans,2,3,B6,EEM+Raman,,2.393120,0.616938,1
Pavlovagyrans,2,3,B7,EEM+Raman,,2.234753,0.487493,1
Pavlovagyrans,2,3,B8,EEM+Raman,,2.805649,1.165127,1
Pavlovagyrans,2,3,C1,EEM+Raman,,2.195059,0.632468,1
Pavlovagyrans,2,3,C2,EEM+Raman,,3.150830,1.406072,1
Pavlovagyrans,2,3,C3,EEM+Raman,,3.148900,1.373893,1
Pavlovagyrans,2,3,C4,EEM+Raman,,2.769117,0.929112,1
Pavlovagyrans,2,3,C5,EEM+Raman,,3.057072,1.319912,1
Pavlovagyrans,2,3,C6,EEM+Raman,,2.482909,0.695621,1
Pavlovagyrans,2,3,C7,EEM+Raman,,2.475384,0.667747,1
Pavlovagyrans,2,3,C8,EEM+Raman,,2.924376,1.231326,1
Pavlovagyrans,2,3,D1,EEM+Raman,,2.150921,0.570150,1
Pavlovagyrans,2,3,D2,EEM+Raman,,3.148531,1.418353,1
Pavlovagyrans,2,3,D3,EEM+Raman,,2.883148,1.004272,1
Pavlovagyrans,2,3,D4,EEM+Raman,,3.045476,1.265016,1
Pavlovagyrans,2,3,D5,EEM+Raman,,2.979279,1.203627,1
Pavlovagyrans,2,3,D6,EEM+Raman,,2.681870,0.860769,1
Pavlovagyrans,2,3,D7,EEM+Raman,,2.643081,0.803725,1
Pavlovagyrans,2,3,D8,EEM+Raman,,2.553740,0.748959,1
Pavlovagyrans,2,3,E1,EEM+Raman,,2.388501,0.644579,1
Pavlovagyrans,2,3,E2,EEM+Raman,,3.284407,1.540830,1
Pavlovagyrans,2,3,E3,EEM+Raman,,3.172713,1.360724,1
Pavlovagyrans,2,3,E4,EEM+Raman,,3.221400,1.468230,1
Pavlovagyrans,2,3,E5,EEM+Raman,,3.178014,1.397396,1
Pavlovagyrans,2,3,E6,EEM+Raman,,3.182139,1.430572,1
Pavlovagyrans,2,3,E7,EEM+Raman,,2.740879,0.853540,1
Pavlovagyrans,2,3,E8,EEM+Raman,,3.081141,1.354457,1
Pavlovagyrans,2,3,F1,EEM+Raman,,1.798376,-0.072284,1
Pavlovagyrans,2,3,F2,EEM+Raman,,3.010820,1.202861,1
Pavlovagyrans,2,3,F3,EEM+Raman,,3.051869,1.214392,1
Pavlovagyrans,2,3,F4,EEM+Raman,,2.970807,1.147626,1
Pavlovagyrans,2,3,F5,EEM+Raman,,3.156956,1.332350,1
Pavlovagyrans,2,3,F6,EEM+Raman,,3.192475,1.432607,1
Pavlovagyrans,2,3,F7,EEM+Raman,,3.026385,1.228171,1
Pavlovagyrans,2,3,F8,EEM+Raman,,2.963049,1.135601,1
Pavlovagyrans,2,4,A1,EEM+Raman,,1.186446,-0.789840,1
Pavlovagyrans,2,4,A10,EEM+Raman,,1.650207,-0.599836,1
Pavlovagyrans,2,4,A11,EEM+Raman,,1.743518,-0.500519,1
Pavlovagyrans,2,4,A2,EEM+Raman,,1.727957,-0.190334,1
Pavlovagyrans,2,4,A3,EEM+Raman,,1.426480,-0.494422,1
Pavlovagyrans,2,4,A4,EEM+Raman,,1.851120,-0.090203,1
Pavlovagyrans,2,4,A5,EEM+Raman,,1.614281,-0.472155,1
Pavlovagyrans,2,4,A6,EEM+Raman,,2.026915,0.017840,1
Pavlovagyrans,2,4,A7,EEM+Raman,,2.087620,0.441190,1
Pavlovagyrans,2,4,A8,EEM+Raman,,2.290462,0.527009,1
Pavlovagyrans,2,4,A9,EEM+Raman,,1.686519,-0.540174,1
Pavlovagyrans,2,4,B1,EEM+Raman,,2.335482,0.470463,1
Pavlovagyrans,2,4,B10,EEM+Raman,,2.486160,0.952836,1
Pavlovagyrans,2,4,B11,EEM+Raman,,2.805418,1.185612,1
Pavlovagyrans,2,4,B2,EEM+Raman,,2.473938,1.019984,1
Pavlovagyrans,2,4,B3,EEM+Raman,,1.572345,-0.198045,1
Pavlovagyrans,2,4,B4,EEM+Raman,,1.627957,-0.151480,1
Pavlovagyrans,2,4,B5,EEM+Raman,,2.106015,0.459380,1
Pavlovagyrans,2,4,B6,EEM+Raman,,1.923289,0.352259,1
Pavlovagyrans,2,4,B7,EEM+Raman,,2.339340,0.778803,1
Pavlovagyrans,2,4,B8,EEM+Raman,,2.128631,0.491941,1
Pavlovagyrans,2,4,B9,EEM+Raman,,2.442702,0.978363,1
Pavlovagyrans,2,4,C1,EEM+Raman,,1.633252,-0.468576,1
Pavlovagyrans,2,4,C10,EEM+Raman,,2.074390,0.410379,1
Pavlovagyrans,2,4,C11,EEM+Raman,,1.978328,0.292143,1
Pavlovagyrans,2,4,C2,EEM+Raman,,2.165881,0.589759,1
Pavlovagyrans,2,4,C3,EEM+Raman,,1.822145,0.002134,1
Pavlovagyrans,2,4,C4,EEM+Raman,,2.412900,0.603332,1
Pavlovagyrans,2,4,C5,EEM+Raman,,2.453861,0.635461,1
Pavlovagyrans,2,4,C6,EEM+Raman,,2.493440,0.843477,1
Pavlovagyrans,2,4,C7,EEM+Raman,,2.113860,0.368712,1
Pavlovagyrans,2,4,C8,EEM+Raman,,2.547764,0.895155,1
Pavlovagyrans,2,4,C9,EEM+Raman,,2.658946,1.039347,1
Pavlovagyrans,2,4,D1,EEM+Raman,,1.317238,-0.550782,1
Pavlovagyrans,2,4,D10,EEM+Raman,,1.967368,0.314744,1
Pavlovagyrans,2,4,D11,EEM+Raman,,2.141817,0.347196,1
Pavlovagyrans,2,4,D2,EEM+Raman,,2.507688,0.855214,1
Pavlovagyrans,2,4,D3,EEM+Raman,,1.975533,0.051741,1
Pavlovagyrans,2,4,D4,EEM+Raman,,2.439423,0.629264,1
Pavlovagyrans,2,4,D5,EEM+Raman,,2.281844,0.522020,1
Pavlovagyrans,2,4,D6,EEM+Raman,,2.632681,1.030934,1
Pavlovagyrans,2,4,D7,EEM+Raman,,2.123784,0.418317,1
Pavlovagyrans,2,4,D8,EEM+Raman,,2.234288,0.500273,1
Pavlovagyrans,2,4,D9,EEM+Raman,,2.301188,0.545415,1
Pavlovagyrans,2,4,E1,EEM+Raman,,1.324676,-0.618840,1
Pavlovagyrans,2,4,E10,EEM+Raman,,2.511573,0.700912,1
Pavlovagyrans,2,4,E11,EEM+Raman,,2.771966,1.091896,1
Pavlovagyrans,2,4,E2,EEM+Raman,,1.958246,0.031926,1
Pavlovagyrans,2,4,E3,EEM+Raman,,2.087473,0.090797,1
Pavlovagyrans,2,4,E4,EEM+Raman,,2.506916,0.751806,1
Pavlovagyrans,2,4,E5,EEM+Raman,,2.720514,0.890328,1
Pavlovagyrans,2,4,E6,EEM+Raman,,2.630430,0.797090,1
Pavlovagyrans,2,4,E7,EEM+Raman,,2.628584,0.843420,1
Pavlovagyrans,2,4,E8,EEM+Raman,,2.524037,0.695439,1
Pavlovagyrans,2,4,E9,EEM+Raman,,2.482720,0.686210,1
Pavlovagyrans,2,4,F1,EEM+Raman,,2.058974,0.551197,1
Pavlovagyrans,2,4,F10,EEM+Raman,,2.515076,0.668287,1
Pavlovagyrans,2,4,F11,EEM+Raman,,2.682724,0.981480,1
Pavlovagyrans,2,4,F2,EEM+Raman,,1.528804,-0.381298,1
Pavlovagyrans,2,4,F3,EEM+Raman,,2.002146,0.060408,1
Pavlovagyrans,2,4,F4,EEM+Raman,,2.049158,0.060203,1
Pavlovagyrans,2,4,F5,EEM+Raman,,2.643659,0.783182,1
Pavlovagyrans,2,4,F6,EEM+Raman,,2.679163,0.799811,1
Pavlovagyrans,2,4,F7,EEM+Raman,,2.500906,0.662799,1
Pavlovagyrans,2,4,F8,EEM+Raman,,2.447979,0.597132,1
Pavlovagyrans,2,4,F9,EEM+Raman,,2.474920,0.619372,1
Pavlovagyrans,2,5,A1,EEM+Raman,,0.800277,-1.607599,0
Pavlovagyrans,2,5,A2,EEM+Raman,,1.388193,-0.647680,1
Pavlovagyrans,2,5,A3,EEM+Raman,,1.552782,-0.480073,1
Pavlovagyrans,2,5,A4,EEM+Raman,,1.722738,-0.402636,1
Pavlovagyrans,2,5,A5,EEM+Raman,,1.873619,-0.285021,1
Pavlovagyrans,2,5,A6,EEM+Raman,,1.903625,-0.184476,1
Pavlovagyrans,2,5,A7,EEM+Raman,,2.376630,0.653280,1
Pavlovagyrans,2,5,A8,EEM+Raman,,2.520621,0.716278,1
Pavlovagyrans,2,5,B1,EEM+Raman,,1.763838,-0.280866,1
Pavlovagyrans,2,5,B2,EEM+Raman,,2.161519,0.545908,1
Pavlovagyrans,2,5,B3,EEM+Raman,,1.765939,-0.072408,1
Pavlovagyrans,2,5,B4,EEM+Raman,,2.057957,0.233889,1
Pavlovagyrans,2,5,B5,EEM+Raman,,2.747429,1.059247,1
Pavlovagyrans,2,5,B6,EEM+Raman,,2.135701,0.403592,1
Pavlovagyrans,2,5,B7,EEM+Raman,,2.601321,0.943691,1
Pavlovagyrans,2,5,B8,EEM+Raman,,2.176908,0.463738,1
Pavlovagyrans,2,5,C1,EEM+Raman,,1.890530,-0.178071,1
Pavlovagyrans,2,5,C2,EEM+Raman,,2.369466,0.696571,1
Pavlovagyrans,2,5,C3,EEM+Raman,,2.186575,0.226518,1
Pavlovagyrans,2,5,C4,EEM+Raman,,2.277901,0.466836,1
Pavlovagyrans,2,5,C5,EEM+Raman,,2.352253,0.538812,1
Pavlovagyrans,2,5,C6,EEM+Raman,,2.276670,0.448386,1
Pavlovagyrans,2,5,C7,EEM+Raman,,2.271657,0.511259,1
Pavlovagyrans,2,5,C8,EEM+Raman,,2.704237,1.031587,1
Pavlovagyrans,2,5,D1,EEM+Raman,,1.613664,-0.257412,1
Pavlovagyrans,2,5,D2,EEM+Raman,,1.828137,-0.028736,1
Pavlovagyrans,2,5,D3,EEM+Raman,,2.064525,0.068536,1
Pavlovagyrans,2,5,D4,EEM+Raman,,2.462979,0.651903,1
Pavlovagyrans,2,5,D5,EEM+Raman,,2.325734,0.496141,1
Pavlovagyrans,2,5,D6,EEM+Raman,,2.290487,0.503767,1
